cluster_id,bracket_content,normalized_content,match_index_in_title,keyword,platform,pid,name,price,status,link
bracket_058,A등급,A등급,1,갤럭시 s26 울트라,번개장터,401782571,[A등급] 갤럭시 S24 울트라 256GB 옐로우,980000,판매중,https://m.bunjang.co.kr/products/401782571
bracket_155,75316,75316,1,갤럭시 s26 울트라,번개장터,404719678,갤럭시 S23 울트라 256GB 그린 [75316],610000,판매중,https://m.bunjang.co.kr/products/404719678
bracket_001,할인특가/미사용,할인특가/미사용,1,갤럭시 s26 울트라,번개장터,382116267,"[할인특가/미사용]갤럭시S25엣지 판매합니다+23,24,26,울트라시리즈",490000,판매중,https://m.bunjang.co.kr/products/382116267
bracket_001,할인특가/미사용,할인특가/미사용,1,갤럭시 s26 울트라,번개장터,382115404,"[할인특가/미사용]갤럭시S25울트라 판매합니다 +23,24,26시리즈",890000,판매중,https://m.bunjang.co.kr/products/382115404
bracket_001,할인특가/미사용,할인특가/미사용,1,갤럭시 s26 울트라,번개장터,395876462,"[할인특가/미사용]갤럭시S26울트라 판매합니다 +23,24,25시리즈",890000,판매중,https://m.bunjang.co.kr/products/395876462
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404770972,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404770972
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404748686,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404748686
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404727563,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404727563
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404709079,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404709079
bracket_001,미사용/특가,미사용/특가,1,갤럭시 s26 울트라,번개장터,398686710,[미사용/특가] 갤럭시 S26울트라 번개장터 안전거래 가능,330000,판매중,https://m.bunjang.co.kr/products/398686710
bracket_033,가개통,가개통,1,갤럭시 s26 울트라,번개장터,403225014,[가개통] 갤럭시 S26 울트라 / 512GB / 스카이블루,1700000,판매중,https://m.bunjang.co.kr/products/403225014
bracket_079,갓성비,갓성비,1,갤럭시 s26 울트라,번개장터,404516051,[갓성비]갤럭시S22울트라/S908/256/버건디/85244,299000,판매중,https://m.bunjang.co.kr/products/404516051
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404457853,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404457853
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404453407,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404453407
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404442059,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404442059
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404427538,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404427538
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404408198,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404408198
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,404387378,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/404387378
bracket_086,직선호 서울 강서 전체,직선호 서울 강서 전체,1,갤럭시 s26 울트라,번개장터,403375763,갤럭시S26울트라 512g 기격인하x [직선호 서울 강서 전체],1300000,예약중,https://m.bunjang.co.kr/products/403375763
bracket_005,S급/풀박스,S급/풀박스,1,갤럭시 s26 울트라,번개장터,403750409,[S급/풀박스] 갤럭시 s24울트라 256g,800000,판매중,https://m.bunjang.co.kr/products/403750409
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403595350,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403595350
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403593420,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403593420
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403587048,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403587048
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403574463,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403574463
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403539005,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403539005
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403519644,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403519644
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403498920,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403498920
bracket_006,00866,00866,1,갤럭시 s26 울트라,번개장터,403459874,[00866] 당일발송 갤럭시S25울트라 S938 512GB 무잔상 블랙,1070000,판매중,https://m.bunjang.co.kr/products/403459874
bracket_001,자급제,자급제,1,갤럭시 s26 울트라,중고나라,227889329,[자급제] 갤럭시 S26 울트라 512 코발트 바이올렛,1600000,판매중,https://web.joongna.com/product/227889329
bracket_001,미개봉,미개봉,1,갤럭시 s26 울트라,중고나라,228196919,[미개봉] 갤럭시 S26 울트라 512 블랙,1600000,판매중,https://web.joongna.com/product/228196919
bracket_001,미개봉 자급제,미개봉 자급제,1,갤럭시 s26 울트라,중고나라,228264776,[[[미개봉 자급제]]] 갤럭시s26울트라 512G 화이트,1520000,판매중,https://web.joongna.com/product/228264776
bracket_001,자급제 미사용,자급제 미사용,1,갤럭시 s26 울트라,중고나라,226540394,갤럭시s26울트라 256g 판매합니다.[자급제 미사용],1520000,판매중,https://web.joongna.com/product/226540394
bracket_001,미개봉,미개봉,1,갤럭시 s26 울트라,중고나라,227850567,[미개봉] 갤럭시 S26 울트라 1TB 블랙,2100000,판매중,https://web.joongna.com/product/227850567
bracket_001,미개봉,미개봉,1,갤럭시 s26 울트라,중고나라,228169692,[미개봉]갤럭시 s26u s26울트라 512g,1550000,예약중,https://web.joongna.com/product/228169692
bracket_001,미개봉/자급제,미개봉/자급제,1,갤럭시 s26 울트라,중고나라,226053382,[미개봉/자급제] 갤럭시 S26 울트라 512GB 화이트 판매 및 교환,1550000,판매중,https://web.joongna.com/product/226053382
bracket_001,미개봉,미개봉,1,갤럭시 s26 울트라,중고나라,227610959,[미개봉] 갤럭시 S26 울트라 512 블랙,1610000,거래완료,https://web.joongna.com/product/227610959
bracket_001,미개봉,미개봉,1,갤럭시 s26 울트라,중고나라,227849670,[미개봉] 삼성 갤럭시S26 울트라 512gb 화이트 자급제,1600000,예약중,https://web.joongna.com/product/227849670
bracket_086,직선호 서울 강서 전체,직선호 서울 강서 전체,1,갤럭시 s26 울트라,중고나라,227820692,갤럭시S26울트라 512GB 가격인하x [직선호 서울 강서 전체],1310000,예약중,https://web.joongna.com/product/227820692
bracket_001,미개봉,미개봉,1,갤럭시 s26 울트라,중고나라,227888239,[미개봉] 갤럭시 s26울트라 512GB 화이트자급제,1560000,거래완료,https://web.joongna.com/product/227888239
bracket_001,자급제,자급제,1,갤럭시 s26 울트라,중고나라,227336016,[자급제] 갤럭시 S26 울트라 512GB 블랙,1550000,거래완료,https://web.joongna.com/product/227336016
bracket_001,미개봉,미개봉,1,갤럭시 s26 울트라,중고나라,227589321,[미개봉] 삼성 갤럭시S26 울트라 512gb 화이트 자급제,1600000,거래완료,https://web.joongna.com/product/227589321
bracket_001,미사용/새상품,미사용/새상품,1,갤럭시 s26 엣지,번개장터,394164692,"[미사용/새상품]갤럭시S25엣지 재고정리 할인 [23,24,26,플립7]",170000,판매중,https://m.bunjang.co.kr/products/394164692
bracket_029,"23,24,26,플립7","23,24,26,플립7",2,갤럭시 s26 엣지,번개장터,394164692,"[미사용/새상품]갤럭시S25엣지 재고정리 할인 [23,24,26,플립7]",170000,판매중,https://m.bunjang.co.kr/products/394164692
bracket_001,"미개봉,새상품","미개봉,새상품",1,갤럭시 s26 엣지,번개장터,337043896,"[미개봉,새상품]갤럭시 S25 엣지 256기가 특판",646000,판매중,https://m.bunjang.co.kr/products/337043896
bracket_032,72만,72만,1,갤럭시 s26 엣지,번개장터,404965328,[72만]갤럭시 S25엣지 256GB 실버색상 새상품급 판매합니다.,810000,예약중,https://m.bunjang.co.kr/products/404965328
bracket_001,"미개봉,새상품","미개봉,새상품",1,갤럭시 s26,번개장터,406106867,"[미개봉,새상품]갤럭시S26/256GB",450000,판매중,https://m.bunjang.co.kr/products/406106867
bracket_001,"미개봉,정품,새상품,삼성케어","미개봉,정품,새상품,삼성케어",1,갤럭시 s26,번개장터,406117395,"[미개봉,정품,새상품,삼성케어]갤럭시S26플러스/256GB",690000,판매중,https://m.bunjang.co.kr/products/406117395
bracket_001,"미개봉,정품,새상품,삼성케어","미개봉,정품,새상품,삼성케어",1,갤럭시 s26,번개장터,406116476,"[미개봉,정품,새상품,삼성케어]갤럭시s26/256GB",490000,판매중,https://m.bunjang.co.kr/products/406116476
bracket_216,자급제X/마지막재고,자급제X/마지막재고,1,갤럭시 s26,번개장터,288737439,[자급제X/마지막재고]갤럭시S24 [256GB],198800,판매중,https://m.bunjang.co.kr/products/288737439
bracket_043,256GB,256GB,2,갤럭시 s26,번개장터,288737439,[자급제X/마지막재고]갤럭시S24 [256GB],198800,판매중,https://m.bunjang.co.kr/products/288737439
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406477025,[리퍼급]갤럭시S23 최상급컨디션 256G 라벤더 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406477025
bracket_001,삼성전자,삼성전자,1,갤럭시 s26,번개장터,288885950,갤럭시S24/256GB[삼성전자],88980,판매중,https://m.bunjang.co.kr/products/288885950
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406472711,[리퍼급]갤럭시S21 최상급컨디션 256G 화이트 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406472711
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406467705,[리퍼급]갤럭시S22 최상급컨디션 256G 화이트 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406467705
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406455799,[리퍼급]갤럭시S21 최상급컨디션 256G 블랙 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406455799
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406448239,[리퍼급]갤럭시S22 최상급컨디션 256G 블랙 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406448239
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406440146,[리퍼급]갤럭시S23 최상급컨디션 256G 그린 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406440146
bracket_001,미개봉,미개봉,1,갤럭시 s26,번개장터,404765071,[미개봉]갤럭시S26 512기가 화이트 자급제,1199000,판매중,https://m.bunjang.co.kr/products/404765071
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406430996,[리퍼급]갤럭시S24 최상급컨디션 256G 블랙 공기계 중고폰,549000,판매중,https://m.bunjang.co.kr/products/406430996
bracket_174,KT기기변경 마지막재고,KT기기변경 마지막재고,1,갤럭시 s26,번개장터,288751219,[KT기기변경 마지막재고]갤럭시S24플러스 [256GB],388900,판매중,https://m.bunjang.co.kr/products/288751219
bracket_043,256GB,256GB,2,갤럭시 s26,번개장터,288751219,[KT기기변경 마지막재고]갤럭시S24플러스 [256GB],388900,판매중,https://m.bunjang.co.kr/products/288751219
bracket_001,미사용/새상품,미사용/새상품,1,갤럭시 s26,번개장터,394166674,"[미사용/새상품] 갤럭시Z폴드7 재고정리 할인 [S23,24,25,26]",1150000,판매중,https://m.bunjang.co.kr/products/394166674
bracket_078,"S23,24,25,26","S23,24,25,26",2,갤럭시 s26,번개장터,394166674,"[미사용/새상품] 갤럭시Z폴드7 재고정리 할인 [S23,24,25,26]",1150000,판매중,https://m.bunjang.co.kr/products/394166674
bracket_001,미사용/새상품,미사용/새상품,1,갤럭시 s26,번개장터,394166342,"[미사용/새상품] 갤럭시Z플립7 재고정리 할인 [S23,24,25,26]",160000,판매중,https://m.bunjang.co.kr/products/394166342
bracket_078,"S23,24,25,26","S23,24,25,26",2,갤럭시 s26,번개장터,394166342,"[미사용/새상품] 갤럭시Z플립7 재고정리 할인 [S23,24,25,26]",160000,판매중,https://m.bunjang.co.kr/products/394166342
bracket_001,미사용/새상품,미사용/새상품,1,갤럭시 s26,번개장터,394162001,"[미사용/새상품] 갤럭시S25 재고정리 할인 [23,24,26,Z플립7]",60000,판매중,https://m.bunjang.co.kr/products/394162001
bracket_029,"23,24,26,Z플립7","23,24,26,Z플립7",2,갤럭시 s26,번개장터,394162001,"[미사용/새상품] 갤럭시S25 재고정리 할인 [23,24,26,Z플립7]",60000,판매중,https://m.bunjang.co.kr/products/394162001
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406413072,[리퍼급]갤럭시S21 최상급컨디션 256G 핑크 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406413072
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406403345,[리퍼급]갤럭시S22 최상급컨디션 256G 그린 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406403345
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406393475,[리퍼급]갤럭시S23 최상급컨디션 256G 화이트 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406393475
bracket_001,미사용/새상품,미사용/새상품,1,갤럭시 s26,번개장터,400597006,"[미사용/새상품]갤럭시S26플러스 재고정리 할인[23,24,25,플립7]",190000,판매중,https://m.bunjang.co.kr/products/400597006
bracket_029,"23,24,25,플립7","23,24,25,플립7",2,갤럭시 s26,번개장터,400597006,"[미사용/새상품]갤럭시S26플러스 재고정리 할인[23,24,25,플립7]",190000,판매중,https://m.bunjang.co.kr/products/400597006
bracket_001,미사용/새상품,미사용/새상품,1,갤럭시 s26,번개장터,394165261,"[미사용/새상품] 갤럭시S26 재고정리 할인 [23,24,25,Z플립7]",60000,판매중,https://m.bunjang.co.kr/products/394165261
bracket_029,"23,24,25,Z플립7","23,24,25,Z플립7",2,갤럭시 s26,번개장터,394165261,"[미사용/새상품] 갤럭시S26 재고정리 할인 [23,24,25,Z플립7]",60000,판매중,https://m.bunjang.co.kr/products/394165261
bracket_049,무잔상,무잔상,1,갤럭시 s26,번개장터,406384797,[무잔상] 갤럭시S23플러스 256기가 크림 부산중고폰 70765 김해,390000,판매중,https://m.bunjang.co.kr/products/406384797
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406383818,[리퍼급]갤럭시S24 최상급컨디션 256G 퍼플 공기계 중고폰,549000,판매중,https://m.bunjang.co.kr/products/406383818
bracket_049,무잔상,무잔상,1,갤럭시 s26,번개장터,406378622,[무잔상] 갤럭시S24 256기가 옐로우 부산중고폰 70451 김해 인천,500000,판매중,https://m.bunjang.co.kr/products/406378622
bracket_001,미사용/특가,미사용/특가,1,갤럭시 s26,번개장터,398686216,[미사용/특가] 갤럭시 S26 번개장터 안전거래 가능,500,판매중,https://m.bunjang.co.kr/products/398686216
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406344461,[리퍼급]갤럭시S21 최상급컨디션 256G 퍼플 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406344461
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406335206,[리퍼급]갤럭시S22 최상급컨디션 256G 핑크 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406335206
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406326728,[리퍼급]갤럭시S23 최상급컨디션 256G 라벤더 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406326728
bracket_103,품번 207,품번 207,1,갤럭시 s26,번개장터,406323126,A급 갤럭시S22 5G 256G 화이트 [품번 207],250000,판매중,https://m.bunjang.co.kr/products/406323126
bracket_103,품번 207,품번 207,1,갤럭시 s26,번개장터,406322292,A급 갤럭시S22 5G 256G 화이트 [품번 207],250000,판매중,https://m.bunjang.co.kr/products/406322292
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406318333,[리퍼급]갤럭시S24 최상급컨디션 256G 화이트 공기계 중고폰,549000,판매중,https://m.bunjang.co.kr/products/406318333
bracket_088,품번 074,품번 074,1,갤럭시 s26,번개장터,406315265,A+급 갤럭시S22 5G 256G 화이트 [품번 074],270000,판매중,https://m.bunjang.co.kr/products/406315265
bracket_100,품번 196,품번 196,1,갤럭시 s26,번개장터,406314864,A+급 갤럭시S22 5G 256G 화이트 [품번 196],270000,판매중,https://m.bunjang.co.kr/products/406314864
bracket_092,품번 144,품번 144,1,갤럭시 s26,번개장터,406314114,A+급 갤럭시S24 5G 256G 블랙 [품번 144],480000,판매중,https://m.bunjang.co.kr/products/406314114
bracket_091,품번 130,품번 130,1,갤럭시 s26,번개장터,406313692,A+급 갤럭시S21 5G 256G 퍼플 [품번 130],210000,판매중,https://m.bunjang.co.kr/products/406313692
bracket_094,품번 155,품번 155,1,갤럭시 s26,번개장터,406313313,A+급 갤럭시S24 5G 256G 옐로우 [품번 155],495000,판매중,https://m.bunjang.co.kr/products/406313313
bracket_092,품번 144,품번 144,1,갤럭시 s26,번개장터,406313127,A+급 갤럭시S24 5G 256G 블랙 [품번 144],480000,판매중,https://m.bunjang.co.kr/products/406313127
bracket_097,품번 176,품번 176,1,갤럭시 s26,번개장터,406312372,A+급 갤럭시S22 5G 256G 그린 [품번 176],270000,판매중,https://m.bunjang.co.kr/products/406312372
bracket_094,품번 155,품번 155,1,갤럭시 s26,번개장터,406311994,A+급 갤럭시S24 5G 256G 옐로우 [품번 155],495000,판매중,https://m.bunjang.co.kr/products/406311994
bracket_087,품번 034,품번 034,1,갤럭시 s26,번개장터,406311196,A+급 갤럭시S23 5G 256G 블랙 [품번 034],379000,판매중,https://m.bunjang.co.kr/products/406311196
bracket_191,급처,급처,1,갤럭시 s26,번개장터,406310189,[급처] 갤럭시 S23 256 블랙,300000,판매중,https://m.bunjang.co.kr/products/406310189
bracket_091,품번 130,품번 130,1,갤럭시 s26,번개장터,406310424,A+급 갤럭시S21 5G 256G 퍼플 [품번 130],210000,판매중,https://m.bunjang.co.kr/products/406310424
bracket_101,품번 199,품번 199,1,갤럭시 s26,번개장터,406309262,자급제 A+급 갤럭시S23 5G 256G 크림 [품번 199],385000,판매중,https://m.bunjang.co.kr/products/406309262
bracket_098,품번 180,품번 180,1,갤럭시 s26,번개장터,406309067,A급 갤럭시S22 5G 256G 블랙 [품번 180],265000,판매중,https://m.bunjang.co.kr/products/406309067
bracket_093,품번 149,품번 149,1,갤럭시 s26,번개장터,406308866,A+급 갤럭시S23 5G 256G 그린 [품번 149],375000,판매중,https://m.bunjang.co.kr/products/406308866
bracket_097,품번 176,품번 176,1,갤럭시 s26,번개장터,406308322,A+급 갤럭시S22 5G 256G 그린 [품번 176],270000,판매중,https://m.bunjang.co.kr/products/406308322
bracket_159,75426,75426,1,갤럭시 s26,번개장터,406300557,갤럭시 S24 512GB 퍼플 [75426],500000,판매중,https://m.bunjang.co.kr/products/406300557
bracket_137,74275,74275,1,갤럭시 s26,번개장터,406299637,갤럭시 S24 플러스 256GB 퍼플 [74275],535000,판매중,https://m.bunjang.co.kr/products/406299637
bracket_087,품번 034,품번 034,1,갤럭시 s26,번개장터,406299088,A+급 갤럭시S23 5G 256G 블랙 [품번 034],379000,판매중,https://m.bunjang.co.kr/products/406299088
bracket_090,품번 121,품번 121,1,갤럭시 s26,번개장터,406298911,A급 갤럭시S22 5G 256G 핑크 [품번 121],260000,판매중,https://m.bunjang.co.kr/products/406298911
bracket_098,품번 180,품번 180,1,갤럭시 s26,번개장터,406297809,A급 갤럭시S22 5G 256G 블랙 [품번 180],265000,판매중,https://m.bunjang.co.kr/products/406297809
bracket_093,품번 149,품번 149,1,갤럭시 s26,번개장터,406297628,A+급 갤럭시S23 5G 256G 그린 [품번 149],375000,판매중,https://m.bunjang.co.kr/products/406297628
bracket_088,품번 074,품번 074,1,갤럭시 s26,번개장터,406297448,A+급 갤럭시S22 5G 256G 화이트 [품번 074],270000,판매중,https://m.bunjang.co.kr/products/406297448
bracket_100,품번 196,품번 196,1,갤럭시 s26,번개장터,406296915,A+급 갤럭시S22 5G 256G 화이트 [품번 196],270000,판매중,https://m.bunjang.co.kr/products/406296915
bracket_090,품번 121,품번 121,1,갤럭시 s26,번개장터,406296550,A급 갤럭시S22 5G 256G 핑크 [품번 121],260000,판매중,https://m.bunjang.co.kr/products/406296550
bracket_101,품번 199,품번 199,1,갤럭시 s26,번개장터,406296024,자급제 A+급 갤럭시S23 5G 256G 크림 [품번 199],385000,판매중,https://m.bunjang.co.kr/products/406296024
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406288856,[리퍼급]갤럭시S23 최상급컨디션 256G 라벤더 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406288856
bracket_144,75129,75129,1,갤럭시 s26,번개장터,404717039,갤럭시 S24 FE 256GB 실버 [75129],480000,판매중,https://m.bunjang.co.kr/products/404717039
bracket_138,74785,74785,1,갤럭시 s26,번개장터,400648428,갤럭시 S23 FE 256GB 민트 [74785],330000,판매중,https://m.bunjang.co.kr/products/400648428
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406282652,[리퍼급]갤럭시S21 최상급컨디션 256G 화이트 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406282652
bracket_037,25년 개통,25년 개통,1,갤럭시 s26,번개장터,406281130,[25년 개통] A급. 갤럭시S25 256기가 부산중고폰 70874김해,690000,판매중,https://m.bunjang.co.kr/products/406281130
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406277248,[리퍼급]갤럭시S22 최상급컨디션 256G 화이트 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406277248
bracket_001,미사용/새상품,미사용/새상품,1,갤럭시 s26,번개장터,394162678,"[미사용/새상품]갤럭시S25플러스 재고정리 할인[23,24,26,플립7]",190000,판매중,https://m.bunjang.co.kr/products/394162678
bracket_029,"23,24,26,플립7","23,24,26,플립7",2,갤럭시 s26,번개장터,394162678,"[미사용/새상품]갤럭시S25플러스 재고정리 할인[23,24,26,플립7]",190000,판매중,https://m.bunjang.co.kr/products/394162678
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406269171,[리퍼급]갤럭시S21 최상급컨디션 256G 블랙 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406269171
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406266129,[리퍼급]갤럭시S22 최상급컨디션 256G 블랙 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406266129
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406263210,[리퍼급]갤럭시S23 최상급컨디션 256G 그린 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406263210
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406261906,[리퍼급]갤럭시S24 최상급컨디션 256G 블랙 공기계 중고폰,549000,판매중,https://m.bunjang.co.kr/products/406261906
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406259347,[리퍼급]갤럭시S21 최상급컨디션 256G 핑크 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406259347
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406255872,[리퍼급]갤럭시S22 최상급컨디션 256G 그린 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406255872
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406251139,[리퍼급]갤럭시S23 최상급컨디션 256G 화이트 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406251139
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406246097,[리퍼급]갤럭시S24 최상급컨디션 256G 퍼플 공기계 중고폰,549000,판매중,https://m.bunjang.co.kr/products/406246097
bracket_001,새상품,새상품,1,갤럭시 s26,번개장터,406242293,[새상품] 갤럭시 s26 플러스 맥세이프케이스,2500,판매중,https://m.bunjang.co.kr/products/406242293
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406220395,[리퍼급]갤럭시S21 최상급컨디션 256G 퍼플 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406220395
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406212094,[리퍼급]갤럭시S22 최상급컨디션 256G 핑크 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406212094
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406203584,[리퍼급]갤럭시S23 최상급컨디션 256G 라벤더 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406203584
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406194377,[리퍼급]갤럭시S24 최상급컨디션 256G 화이트 공기계 중고폰,549000,판매중,https://m.bunjang.co.kr/products/406194377
bracket_001,미개봉,미개봉,1,갤럭시 s26,번개장터,406164019,[미개봉]갤럭시S26 512기가 블랙 자급제,1200000,판매중,https://m.bunjang.co.kr/products/406164019
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406156971,[리퍼급]갤럭시S23 최상급컨디션 256G 라벤더 공기계 중고폰,439000,판매중,https://m.bunjang.co.kr/products/406156971
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406146901,[리퍼급]갤럭시S21 최상급컨디션 256G 화이트 공기계 중고폰,229000,판매중,https://m.bunjang.co.kr/products/406146901
bracket_005,S급,S급,1,갤럭시 s26,번개장터,406138230,[S급] 갤럭시 S23 256G 크림 [23462],400000,판매중,https://m.bunjang.co.kr/products/406138230
bracket_071,23462,23462,2,갤럭시 s26,번개장터,406138230,[S급] 갤럭시 S23 256G 크림 [23462],400000,판매중,https://m.bunjang.co.kr/products/406138230
bracket_003,리퍼급,리퍼급,1,갤럭시 s26,번개장터,406136681,[리퍼급]갤럭시S22 최상급컨디션 256G 화이트 공기계 중고폰,299000,판매중,https://m.bunjang.co.kr/products/406136681
bracket_047,A+급,A+급,1,갤럭시 s26,번개장터,406133219,[A+급] 갤럭시 S20 플러스 256G 레드 [22116],160000,판매중,https://m.bunjang.co.kr/products/406133219
bracket_069,22116,22116,2,갤럭시 s26,번개장터,406133219,[A+급] 갤럭시 S20 플러스 256G 레드 [22116],160000,판매중,https://m.bunjang.co.kr/products/406133219
bracket_005,S급,S급,1,갤럭시 s26,번개장터,406131978,[S급] 갤럭시 S23 256G 크림 [23462],400000,판매중,https://m.bunjang.co.kr/products/406131978
bracket_071,23462,23462,2,갤럭시 s26,번개장터,406131978,[S급] 갤럭시 S23 256G 크림 [23462],400000,판매중,https://m.bunjang.co.kr/products/406131978
